fecha,temp_media,temp_maxima,temp_minima,prcp,humedad,viento,mes,anio,dia,temp_maxima_knn,temp_media_knn,temp_minima_knn,prcp_knn,humedad_knn,viento_knn,pres_knn
2009-01-01,19.65,24.0,15.3,0.0,54.0,11.6,January,2009,3,24.0,19.65,15.3,0.0,54.0,11.6,1014.9222
2009-01-02,21.7,25.7,17.7,0.0,54.0,6.2,January,2009,4,25.7,21.7,17.7,0.0,54.0,6.2,1012.8666566666667
2009-01-03,20.3,28.2,12.4,0.0,51.0,5.0,January,2009,5,28.2,20.3,12.4,0.0,51.0,5.0,1010.9110833333334
2009-01-04,22.9,32.6,13.2,0.0,40.0,4.9,January,2009,6,32.6,22.9,13.2,0.0,40.0,4.9,1009.3111166666667
2009-01-05,25.5,34.0,17.0,0.0,37.0,6.6,January,2009,0,34.0,25.5,17.0,0.0,37.0,6.6,1012.9333333333334
2009-01-06,26.4,35.2,17.6,5.0,41.0,8.0,January,2009,1,35.2,26.4,17.6,5.0,41.0,8.0,1007.8777666666666
2009-01-07,24.0,31.2,16.8,0.0,57.0,7.6,January,2009,2,31.2,24.0,16.8,0.0,57.0,7.6,1010.4555666666666
2009-01-08,25.8,33.0,18.6,0.0,50.0,5.0,January,2009,3,33.0,25.8,18.6,0.0,50.0,5.0,1006.7333400000001
2009-01-09,26.45,34.9,18.0,0.0,43.0,7.9,January,2009,4,34.9,26.45,18.0,0.0,43.0,7.9,1011.5333033333333
2009-01-10,26.5,32.0,21.0,0.0,50.0,10.4,January,2009,5,32.0,26.5,21.0,0.0,50.0,10.4,1009.2444466666666
2009-01-11,24.4,30.0,18.8,0.0,63.0,10.7,January,2009,6,30.0,24.4,18.8,0.0,63.0,10.7,1012.6340533333332
2009-01-12,25.1,29.9,20.3,0.7,59.0,10.7,January,2009,0,29.9,25.1,20.3,0.7,59.0,10.7,1013.02003
2009-01-13,24.0,28.0,20.0,0.0,77.0,3.7,January,2009,1,28.0,24.0,20.0,0.0,77.0,3.7,1007.0118666666667
2009-01-14,24.9,32.0,17.8,0.0,62.0,5.4,January,2009,2,32.0,24.9,17.8,0.0,62.0,5.4,1010.8044633333333
2009-01-15,27.55,34.9,20.2,0.0,55.0,4.7,January,2009,3,34.9,27.55,20.2,0.0,55.0,4.7,1007.7888499999999
2009-01-16,27.4,35.8,19.0,0.0,50.0,6.7,January,2009,4,35.8,27.4,19.0,0.0,50.0,6.7,1006.7666866666667
2009-01-17,29.1,36.0,22.2,1.0,50.0,11.4,January,2009,5,36.0,29.1,22.2,1.0,50.0,11.4,1009.2333333333332
2009-01-18,19.6,25.0,14.2,0.0,48.0,8.1,January,2009,6,25.0,19.6,14.2,0.0,48.0,8.1,1015.6933300000001
2009-01-19,20.0,28.8,11.2,0.0,54.0,5.3,January,2009,0,28.8,20.0,11.2,0.0,54.0,5.3,1011.25553
2009-01-20,23.05,33.9,12.2,0.0,40.0,4.4,January,2009,1,33.9,23.05,12.2,0.0,40.0,4.4,1006.6333199999999
2009-01-21,25.5,35.2,15.8,0.0,45.0,6.8,January,2009,2,35.2,25.5,15.8,0.0,45.0,6.8,1011.57778
2009-01-22,28.25,34.7,21.8,0.0,48.0,10.7,January,2009,3,34.7,28.25,21.8,0.0,48.0,10.7,1013.3222466666666
2009-01-23,28.45,34.9,22.0,0.0,54.0,10.4,January,2009,4,34.9,28.45,22.0,0.0,54.0,10.4,1007.8666133333332
2009-01-24,29.8,36.4,23.2,0.4,53.0,9.2,January,2009,5,36.4,29.8,23.2,0.4,53.0,9.2,1007.5044666666666
2009-01-25,25.5,30.0,21.0,0.0,64.0,8.6,January,2009,6,30.0,25.5,21.0,0.0,64.0,8.6,1009.4859166666666
2009-01-26,23.6,30.0,17.2,0.0,59.0,11.4,January,2009,0,30.0,23.6,17.2,0.0,59.0,11.4,1011.5562933333334
2009-01-27,26.2,30.2,22.2,10.0,65.0,10.3,January,2009,1,30.2,26.2,22.2,10.0,65.0,10.3,1007.5111066666667
2009-01-28,24.3,28.6,20.0,0.6,72.0,10.8,January,2009,2,28.6,24.3,20.0,0.6,72.0,10.8,1013.7526133333334
2009-01-29,25.5,29.0,22.0,0.5,71.0,10.3,January,2009,3,29.0,25.5,22.0,0.5,71.0,10.3,1013.1836933333334
2009-01-30,22.9,25.8,20.0,1.0,84.0,10.6,January,2009,4,25.8,22.9,20.0,1.0,84.0,10.6,1014.7999866666665
2009-01-31,22.8,29.0,16.6,0.0,47.0,2.9,January,2009,5,29.0,22.8,16.6,0.0,47.0,2.9,1008.7888800000001
2009-02-01,19.0,29.0,9.0,0.0,49.0,4.3,February,2009,6,29.0,19.0,9.0,0.0,49.0,4.3,1012.6110833333332
2009-02-02,22.9,32.8,13.0,11.0,55.0,7.5,February,2009,0,32.8,22.9,13.0,11.0,55.0,7.5,1008.7859466666665
2009-02-03,24.5,31.0,18.0,0.0,77.0,4.9,February,2009,1,31.0,24.5,18.0,0.0,77.0,4.9,1009.3311333333335
2009-02-04,27.5,34.0,21.0,0.0,72.0,9.6,February,2009,2,34.0,27.5,21.0,0.0,72.0,9.6,1011.6015033333333
2009-02-05,22.3,24.8,19.8,4.0,78.0,6.0,February,2009,3,24.8,22.3,19.8,4.0,78.0,6.0,1006.5888866666668
2009-02-06,23.0,29.0,17.0,0.0,38.0,2.7,February,2009,4,29.0,23.0,17.0,0.0,38.0,2.7,1011.0555833333333
2009-02-07,21.6,29.8,13.4,0.0,51.0,8.0,February,2009,5,29.8,21.6,13.4,0.0,51.0,8.0,1008.22223
2009-02-08,25.05,32.4,17.7,0.0,48.0,4.8,February,2009,6,32.4,25.05,17.7,0.0,48.0,4.8,1008.7777666666667
2009-02-09,26.8,35.2,18.4,0.0,54.0,5.8,February,2009,0,35.2,26.8,18.4,0.0,54.0,5.8,1007.9333666666668
2009-02-10,26.3,32.2,20.4,47.0,84.0,3.5,February,2009,1,32.2,26.3,20.4,47.0,84.0,3.5,1003.5444666666666
2009-02-11,22.1,27.4,16.8,0.0,62.0,7.9,February,2009,2,27.4,22.1,16.8,0.0,62.0,7.9,1014.2377999999999
2009-02-12,20.6,29.7,11.5,0.0,53.0,4.3,February,2009,3,29.7,20.6,11.5,0.0,53.0,4.3,1012.5222166666667
2009-02-13,23.7,31.4,16.0,0.0,58.0,5.0,February,2009,4,31.4,23.7,16.0,0.0,58.0,5.0,1009.7777866666665
2009-02-14,26.45,34.2,18.7,0.0,56.0,5.9,February,2009,5,34.2,26.45,18.7,0.0,56.0,5.9,1006.92222
2009-02-15,26.2,31.0,21.4,0.0,66.0,7.8,February,2009,6,31.0,26.2,21.4,0.0,66.0,7.8,1009.5711
2009-02-16,25.5,30.0,21.0,0.0,87.0,2.9,February,2009,0,30.0,25.5,21.0,0.0,87.0,2.9,1005.7111033333334
2009-02-17,24.45,32.2,16.7,0.0,55.0,3.5,February,2009,1,32.2,24.45,16.7,0.0,55.0,3.5,1010.3888700000001
2009-02-18,26.5,33.0,20.0,0.0,61.0,5.3,February,2009,2,33.0,26.5,20.0,0.0,61.0,5.3,1007.2222
2009-02-19,29.1,36.4,21.8,0.0,60.0,5.9,February,2009,3,36.4,29.1,21.8,0.0,60.0,5.9,1008.96738
2009-02-20,26.0,30.0,22.0,8.3,84.0,7.0,February,2009,4,30.0,26.0,22.0,8.3,84.0,7.0,1008.0859166666665
2009-02-21,20.3,24.8,15.8,40.0,80.0,8.9,February,2009,5,24.8,20.3,15.8,40.0,80.0,8.9,1006.8444666666668
2009-02-22,18.35,21.0,15.7,0.5,88.0,5.0,February,2009,6,21.0,18.35,15.7,0.5,88.0,5.0,1013.7896066666666
2009-02-23,19.4,26.8,12.0,0.0,71.0,3.3,February,2009,0,26.8,19.4,12.0,0.0,71.0,3.3,1010.20815
2009-02-24,22.4,30.0,14.8,0.0,62.0,4.0,February,2009,1,30.0,22.4,14.8,0.0,62.0,4.0,1009.4889166666667
2009-02-25,22.6,28.8,16.4,0.0,73.0,3.9,February,2009,2,28.8,22.6,16.4,0.0,73.0,3.9,1011.3747666666667
2009-02-26,22.35,28.0,16.7,0.0,64.0,5.8,February,2009,3,28.0,22.35,16.7,0.0,64.0,5.8,1010.3155666666667
2009-02-27,22.05,27.9,16.2,0.0,76.0,8.1,February,2009,4,27.9,22.05,16.2,0.0,76.0,8.1,1016.3711200000001
2009-02-28,24.7,28.9,20.5,4.3,65.0,8.1,February,2009,5,28.9,24.7,20.5,4.3,65.0,8.1,1008.0599833333332
2009-03-01,25.7,31.6,19.8,25.0,91.0,5.2,March,2009,6,31.6,25.7,19.8,25.0,91.0,5.2,1008.9636999999999
2009-03-02,24.6,31.2,18.0,0.0,76.0,9.7,March,2009,0,31.2,24.6,18.0,0.0,76.0,9.7,1009.53928
2009-03-03,24.35,26.7,22.0,20.5,87.0,6.1,March,2009,1,26.7,24.35,22.0,20.5,87.0,6.1,1006.8666666666667
2009-03-04,20.5,23.0,18.0,17.5,96.0,4.7,March,2009,2,23.0,20.5,18.0,17.5,96.0,4.7,1006.7222
2009-03-05,21.5,26.0,17.0,0.0,91.0,1.7,March,2009,3,26.0,21.5,17.0,0.0,91.0,1.7,1009.4411433333333
2009-03-06,22.4,28.8,16.0,0.0,79.0,3.6,March,2009,4,28.8,22.4,16.0,0.0,79.0,3.6,1012.4873899999999
2009-03-07,23.8,28.4,19.2,0.0,80.0,3.4,March,2009,5,28.4,23.8,19.2,0.0,80.0,3.4,1012.1414833333333
2009-03-08,22.0,27.0,17.0,1.5,75.0,5.0,March,2009,6,27.0,22.0,17.0,1.5,75.0,5.0,1011.1778
2009-03-09,21.8,26.8,16.8,0.0,76.0,8.7,March,2009,0,26.8,21.8,16.8,0.0,76.0,8.7,1018.7889
2009-03-10,23.4,26.0,20.8,1.5,73.0,11.5,March,2009,1,26.0,23.4,20.8,1.5,73.0,11.5,1013.2333466666665
2009-03-11,21.5,23.4,19.6,8.0,92.0,4.5,March,2009,2,23.4,21.5,19.6,8.0,92.0,4.5,1009.2221866666665
2009-03-12,22.8,26.6,19.0,0.0,83.0,2.8,March,2009,3,26.6,22.8,19.0,0.0,83.0,2.8,1011.8888666666667
2009-03-13,22.75,29.8,15.7,0.0,76.0,4.1,March,2009,4,29.8,22.75,15.7,0.0,76.0,4.1,1017.5777666666667
2009-03-14,26.6,31.6,21.6,0.5,67.0,8.6,March,2009,5,31.6,26.6,21.6,0.5,67.0,8.6,1008.8822
2009-03-15,16.65,22.0,11.3,0.0,61.0,4.7,March,2009,6,22.0,16.65,11.3,0.0,61.0,4.7,1015.8303666666667
2009-03-16,16.3,22.6,10.0,0.0,61.0,6.2,March,2009,0,22.6,16.3,10.0,0.0,61.0,6.2,1017.3673866666668
2009-03-17,18.5,26.0,11.0,0.0,61.0,1.9,March,2009,1,26.0,18.5,11.0,0.0,61.0,1.9,1015.0666533333333
2009-03-18,19.6,27.4,11.8,0.0,59.0,4.9,March,2009,2,27.4,19.6,11.8,0.0,59.0,4.9,1010.8896
2009-03-19,20.6,26.2,15.0,0.0,69.0,4.3,March,2009,3,26.2,20.6,15.0,0.0,69.0,4.3,1013.36
2009-03-20,21.45,28.9,14.0,0.0,77.0,2.9,March,2009,4,28.9,21.45,14.0,0.0,77.0,2.9,1012.5333466666667
2009-03-21,24.3,30.8,17.8,0.0,73.0,3.5,March,2009,5,30.8,24.3,17.8,0.0,73.0,3.5,1010.5666666666666
2009-03-22,23.7,30.2,17.2,0.0,73.0,2.4,March,2009,6,30.2,23.7,17.2,0.0,73.0,2.4,1010.8111166666667
2009-03-23,24.4,30.0,18.8,24.8,80.0,2.2,March,2009,0,30.0,24.4,18.8,24.8,80.0,2.2,1006.0044633333333
2009-03-24,23.3,29.0,17.6,0.0,75.0,4.5,March,2009,1,29.0,23.3,17.6,0.0,75.0,4.5,1015.3000333333333
2009-03-25,21.7,25.2,18.2,0.0,78.0,4.2,March,2009,2,25.2,21.7,18.2,0.0,78.0,4.2,1009.3666333333334
2009-03-26,21.75,26.0,17.5,0.0,82.0,2.2,March,2009,3,26.0,21.75,17.5,0.0,82.0,2.2,1007.4562999999999
2009-03-27,21.0,27.0,15.0,0.0,85.0,2.2,March,2009,4,27.0,21.0,15.0,0.0,85.0,2.2,1007.1822333333333
2009-03-28,24.4,31.8,17.0,0.0,66.0,5.9,March,2009,5,31.8,24.4,17.0,0.0,66.0,5.9,1012.2636666666667
2009-03-29,25.2,31.4,19.0,0.0,62.0,6.4,March,2009,6,31.4,25.2,19.0,0.0,62.0,6.4,1010.3488966666667
2009-03-30,22.5,26.0,19.0,5.0,53.0,9.1,March,2009,0,26.0,22.5,19.0,5.0,53.0,9.1,1008.5111133333334
2009-03-31,19.4,23.2,15.6,0.0,66.0,5.2,March,2009,1,23.2,19.4,15.6,0.0,66.0,5.2,1017.4192999999999
2009-04-01,16.5,20.4,12.6,10.0,66.0,3.5,April,2009,2,20.4,16.5,12.6,10.0,66.0,3.5,1014.5443866666666
2009-04-02,15.2,17.0,13.4,3.8,89.0,3.9,April,2009,3,17.0,15.2,13.4,3.8,89.0,3.9,1017.0777533333334
2009-04-03,19.2,25.0,13.4,18.5,83.0,7.6,April,2009,4,25.0,19.2,13.4,18.5,83.0,7.6,1003.62223
2009-04-04,16.05,20.0,12.1,0.0,88.0,2.1,April,2009,5,20.0,16.05,12.1,0.0,88.0,2.1,1010.0711299999999
2009-04-05,15.75,24.0,7.5,0.0,68.0,5.2,April,2009,6,24.0,15.75,7.5,0.0,68.0,5.2,1011.88892
2009-04-06,20.8,26.3,15.3,0.0,80.0,2.3,April,2009,0,26.3,20.8,15.3,0.0,80.0,2.3,1013.1859133333334
2009-04-07,22.1,28.2,16.0,0.0,72.0,7.3,April,2009,1,28.2,22.1,16.0,0.0,72.0,7.3,1013.0681333333332
2009-04-08,16.8,21.0,12.6,0.0,71.0,3.4,April,2009,2,21.0,16.8,12.6,0.0,71.0,3.4,1014.2222033333334
2009-04-09,16.05,21.6,10.5,0.0,74.0,2.1,April,2009,3,21.6,16.05,10.5,0.0,74.0,2.1,1014.2229666666667
2009-04-10,17.3,26.0,8.6,0.0,67.0,3.5,April,2009,4,26.0,17.3,8.6,0.0,67.0,3.5,1017.8555299999999
2009-04-11,22.0,30.0,14.0,0.0,68.0,3.4,April,2009,5,30.0,22.0,14.0,0.0,68.0,3.4,1011.2110666666667
2009-04-12,22.5,28.0,17.0,0.0,64.0,3.8,April,2009,6,28.0,22.5,17.0,0.0,64.0,3.8,1010.1044500000002
2009-04-13,22.3,28.2,16.4,0.0,63.0,7.9,April,2009,0,28.2,22.3,16.4,0.0,63.0,7.9,1012.6822333333333
2009-04-14,16.0,20.0,12.0,0.0,66.0,3.2,April,2009,1,20.0,16.0,12.0,0.0,66.0,3.2,1014.1311333333333
2009-04-15,14.4,20.0,8.8,0.0,71.0,6.7,April,2009,2,20.0,14.4,8.8,0.0,71.0,6.7,1017.0081666666666
2009-04-16,19.4,25.3,13.5,0.0,66.0,5.3,April,2009,3,25.3,19.4,13.5,0.0,66.0,5.3,1014.8089
2009-04-17,19.9,26.2,13.6,13.0,63.0,5.9,April,2009,4,26.2,19.9,13.6,13.0,63.0,5.9,1009.7777466666666
2009-04-18,17.9,22.0,13.8,0.0,87.0,2.8,April,2009,5,22.0,17.9,13.8,0.0,87.0,2.8,1012.2451866666667
2009-04-19,13.6,18.0,9.2,0.0,70.0,4.3,April,2009,6,18.0,13.6,9.2,0.0,70.0,4.3,1012.5303666666665
2009-04-20,11.45,17.4,5.5,0.0,68.0,2.9,April,2009,0,17.4,11.45,5.5,0.0,68.0,2.9,1017.7333633333334
2009-04-21,13.9,20.0,7.8,0.0,71.0,3.7,April,2009,1,20.0,13.9,7.8,0.0,71.0,3.7,1017.3222333333333
2009-04-22,14.8,21.2,8.4,0.0,79.0,2.8,April,2009,2,21.2,14.8,8.4,0.0,79.0,2.8,1014.5599900000001
2009-04-23,18.0,24.0,12.0,0.0,73.0,5.9,April,2009,3,24.0,18.0,12.0,0.0,73.0,5.9,1015.1000166666666
2009-04-24,16.3,22.0,10.6,0.0,71.0,3.4,April,2009,4,22.0,16.3,10.6,0.0,71.0,3.4,1014.31112
2009-04-25,17.0,24.0,10.0,0.0,82.0,3.8,April,2009,5,24.0,17.0,10.0,0.0,82.0,3.8,1018.3110999999999
2009-04-26,17.4,22.8,12.0,0.0,65.0,3.4,April,2009,6,22.8,17.4,12.0,0.0,65.0,3.4,1009.8303533333334
2009-04-27,19.5,29.0,10.0,0.0,69.0,4.4,April,2009,0,29.0,19.5,10.0,0.0,69.0,4.4,1010.7889
2009-04-28,21.45,28.6,14.3,0.0,58.0,4.1,April,2009,1,28.6,21.45,14.3,0.0,58.0,4.1,1012.8822466666667
2009-04-29,21.45,28.9,14.0,0.0,60.0,7.8,April,2009,2,28.9,21.45,14.0,0.0,60.0,7.8,1013.7000133333335
2009-04-30,17.7,20.9,14.5,0.0,72.0,8.3,April,2009,3,20.9,17.7,14.5,0.0,72.0,8.3,1015.3229299999999
2009-05-01,18.75,24.5,13.0,0.0,67.0,4.3,May,2009,4,24.5,18.75,13.0,0.0,67.0,4.3,1011.5555666666666
2009-05-02,17.95,25.9,10.0,0.0,68.0,1.7,May,2009,5,25.9,17.95,10.0,0.0,68.0,1.7,1012.6748133333334
2009-05-03,16.5,25.0,8.0,0.0,71.0,3.8,May,2009,6,25.0,16.5,8.0,0.0,71.0,3.8,1014.6000466666666
2009-05-04,16.2,23.5,8.9,0.0,67.0,5.0,May,2009,0,23.5,16.2,8.9,0.0,67.0,5.0,1014.8777833333334
2009-05-05,13.85,19.2,8.5,0.0,75.0,1.7,May,2009,1,19.2,13.85,8.5,0.0,75.0,1.7,1015.98882
2009-05-06,12.0,21.2,2.8,0.0,72.0,2.5,May,2009,2,21.2,12.0,2.8,0.0,72.0,2.5,1015.8341
2009-05-07,14.25,23.2,5.3,0.0,62.0,3.2,May,2009,3,23.2,14.25,5.3,0.0,62.0,3.2,1016.0674
2009-05-08,15.2,25.4,5.0,0.0,68.0,1.6,May,2009,4,25.4,15.2,5.0,0.0,68.0,1.6,1016.9777633333333
2009-05-09,15.9,24.0,7.8,0.0,62.0,4.1,May,2009,5,24.0,15.9,7.8,0.0,62.0,4.1,1017.26002
2009-05-10,19.0,27.0,11.0,0.0,72.0,4.7,May,2009,6,27.0,19.0,11.0,0.0,72.0,4.7,1013.42295
2009-05-11,17.7,22.4,13.0,1.0,88.0,10.1,May,2009,0,22.4,17.7,13.0,1.0,88.0,10.1,1008.5614633333333
2009-05-12,13.5,17.0,10.0,15.5,70.0,8.5,May,2009,1,17.0,13.5,10.0,15.5,70.0,8.5,1008.2933566666667
2009-05-13,12.7,14.8,10.6,1.5,89.0,7.8,May,2009,2,14.8,12.7,10.6,1.5,89.0,7.8,1019.0310766666666
2009-05-14,9.6,14.0,5.2,0.0,83.0,2.6,May,2009,3,14.0,9.6,5.2,0.0,83.0,2.6,1021.3111033333333
2009-05-15,8.2,16.4,0.0,0.0,77.0,2.7,May,2009,4,16.4,8.2,0.0,0.0,77.0,2.7,1018.3222333333333
2009-05-16,10.7,16.4,5.0,0.0,71.0,7.0,May,2009,5,16.4,10.7,5.0,0.0,71.0,7.0,1021.4125666666665
2009-05-17,15.5,20.0,11.0,0.3,69.0,6.3,May,2009,6,20.0,15.5,11.0,0.3,69.0,6.3,1014.0859
2009-05-18,13.5,19.0,8.0,0.0,82.0,2.3,May,2009,0,19.0,13.5,8.0,0.0,82.0,2.3,1016.9525933333334
2009-05-19,10.0,18.0,2.0,0.0,85.0,5.8,May,2009,1,18.0,10.0,2.0,0.0,85.0,5.8,1022.8667166666668
2009-05-20,18.1,25.2,11.0,2.5,85.0,6.6,May,2009,2,25.2,18.1,11.0,2.5,85.0,6.6,1012.6200333333333
2009-05-21,23.8,27.6,20.0,0.0,78.0,5.0,May,2009,3,27.6,23.8,20.0,0.0,78.0,5.0,1011.9496266666666
2009-05-22,24.1,29.2,19.0,0.0,68.0,7.5,May,2009,4,29.2,24.1,19.0,0.0,68.0,7.5,1010.997
2009-05-23,24.2,29.2,19.2,0.0,71.0,5.1,May,2009,5,29.2,24.2,19.2,0.0,71.0,5.1,1013.1303466666668
2009-05-24,21.4,25.9,16.9,0.0,81.0,4.1,May,2009,6,25.9,21.4,16.9,0.0,81.0,4.1,1009.3333466666667
2009-05-25,18.5,22.0,15.0,10.5,84.0,4.9,May,2009,0,22.0,18.5,15.0,10.5,84.0,4.9,1012.70813
2009-05-26,11.3,16.6,6.0,0.0,65.0,3.3,May,2009,1,16.6,11.3,6.0,0.0,65.0,3.3,1022.1229833333333
2009-05-27,7.9,14.8,1.0,0.0,72.0,2.1,May,2009,2,14.8,7.9,1.0,0.0,72.0,2.1,1027.2748333333336
2009-05-28,7.5,16.0,-1.0,0.0,68.0,1.7,May,2009,3,16.0,7.5,-1.0,0.0,68.0,1.7,1020.4444466666667
2009-05-29,8.200001,17.2,-0.8,0.0,66.0,1.8,May,2009,4,17.2,8.200001,-0.8,0.0,66.0,1.8,1020.8562666666667
2009-05-30,8.049999,8.9,7.2,9.6,92.0,3.4,May,2009,5,8.9,8.049999,7.2,9.6,92.0,3.4,1019.6822099999999
2009-05-31,11.0,15.0,7.0,0.0,78.0,7.0,May,2009,6,15.0,11.0,7.0,0.0,78.0,7.0,1024.6459466666668
2009-06-01,9.65,13.3,6.0,0.0,68.0,8.0,June,2009,0,13.3,9.65,6.0,0.0,68.0,8.0,1022.5237000000001
2009-06-02,7.8,12.2,3.4,0.0,79.0,3.7,June,2009,1,12.2,7.8,3.4,0.0,79.0,3.7,1019.2333666666667
2009-06-03,7.8,14.0,1.6,0.0,63.0,9.7,June,2009,2,14.0,7.8,1.6,0.0,63.0,9.7,1014.3666833333333
2009-06-04,14.4,19.0,9.8,0.0,68.0,5.4,June,2009,3,19.0,14.4,9.8,0.0,68.0,5.4,1016.0674666666667
2009-06-05,12.0,18.0,6.0,0.0,69.0,3.1,June,2009,4,18.0,12.0,6.0,0.0,69.0,3.1,1017.3044433333333
2009-06-06,7.6,13.2,2.0,0.0,71.0,0.8,June,2009,5,13.2,7.6,2.0,0.0,71.0,0.8,1027.2822666666666
2009-06-07,10.4,12.2,8.6,0.0,71.0,7.9,June,2009,6,12.2,10.4,8.6,0.0,71.0,7.9,1021.0496266666668
2009-06-08,8.85,15.5,2.2,0.0,86.0,1.2,June,2009,0,15.5,8.85,2.2,0.0,86.0,1.2,1012.8303633333334
2009-06-09,8.75,17.0,0.5,0.0,80.0,1.5,June,2009,1,17.0,8.75,0.5,0.0,80.0,1.5,1020.1044533333334
2009-06-10,11.35,17.7,5.0,0.0,71.0,3.1,June,2009,2,17.7,11.35,5.0,0.0,71.0,3.1,1018.5192633333332
2009-06-11,6.5,13.0,0.0,0.0,75.0,1.5,June,2009,3,13.0,6.5,0.0,0.0,75.0,1.5,1021.7607000000002
2009-06-12,6.35,15.2,-2.5,0.0,76.0,5.1,June,2009,4,15.2,6.35,-2.5,0.0,76.0,5.1,1022.8163333333332
2009-06-13,10.45,17.2,3.7,0.0,67.0,4.7,June,2009,5,17.2,10.45,3.7,0.0,67.0,4.7,1015.5600000000001
2009-06-14,12.6,17.2,8.0,0.0,76.0,4.2,June,2009,6,17.2,12.6,8.0,0.0,76.0,4.2,1020.34888
2009-06-15,11.3,17.6,5.0,0.0,75.0,4.9,June,2009,0,17.6,11.3,5.0,0.0,75.0,4.9,1023.4526133333333
2009-06-16,9.45,17.4,1.5,0.0,69.0,1.3,June,2009,1,17.4,9.45,1.5,0.0,69.0,1.3,1022.17772
2009-06-17,10.7,18.0,3.4,0.0,65.0,5.0,June,2009,2,18.0,10.7,3.4,0.0,65.0,5.0,1018.1377833333332
2009-06-18,12.7,18.6,6.8,0.0,80.0,7.3,June,2009,3,18.6,12.7,6.8,0.0,80.0,7.3,1016.6866666666668
2009-06-19,16.1,21.0,11.2,0.0,69.0,8.9,June,2009,4,21.0,16.1,11.2,0.0,69.0,8.9,1016.3163133333334
2009-06-20,17.4,20.8,14.0,0.0,83.0,9.4,June,2009,5,20.8,17.4,14.0,0.0,83.0,9.4,1011.8125833333334
2009-06-21,10.7,14.4,7.0,0.0,73.0,1.6,June,2009,6,14.4,10.7,7.0,0.0,73.0,1.6,1023.1421966666667
2009-06-22,7.5,14.0,1.0,0.0,63.0,1.8,June,2009,0,14.0,7.5,1.0,0.0,63.0,1.8,1019.7933333333334
2009-06-23,7.15,13.5,0.8,0.0,50.0,3.9,June,2009,1,13.5,7.15,0.8,0.0,50.0,3.9,1016.0222333333332
2009-06-24,2.8,11.6,-6.0,0.0,58.0,1.8,June,2009,2,11.6,2.8,-6.0,0.0,58.0,1.8,1021.1222000000001
2009-06-25,7.8,17.0,-1.4,0.0,72.0,2.3,June,2009,3,17.0,7.8,-1.4,0.0,72.0,2.3,1019.7859333333334
2009-06-26,7.9,14.8,1.0,0.0,85.0,3.4,June,2009,4,14.8,7.9,1.0,0.0,85.0,3.4,1017.7644466666667
2009-06-27,9.0,16.0,2.0,0.0,69.0,8.8,June,2009,5,16.0,9.0,2.0,0.0,69.0,8.8,1020.2222499999999
2009-06-28,10.5,13.0,8.0,14.7,91.0,8.1,June,2009,6,13.0,10.5,8.0,14.7,91.0,8.1,1014.0896200000001
2009-06-29,13.05,14.8,11.3,0.0,80.0,12.7,June,2009,0,14.8,13.05,11.3,0.0,80.0,12.7,1023.5162666666669
2009-06-30,10.4,15.0,5.8,0.0,78.0,4.7,June,2009,1,15.0,10.4,5.8,0.0,78.0,4.7,1019.03851
2009-07-01,10.9,19.0,2.8,0.0,60.0,2.8,July,2009,2,19.0,10.9,2.8,0.0,60.0,2.8,1018.1563333333334
2009-07-02,8.9,17.4,0.4,0.0,47.0,2.7,July,2009,3,17.4,8.9,0.4,0.0,47.0,2.7,1017.03332
2009-07-03,12.3,20.2,4.4,0.0,62.0,2.8,July,2009,4,20.2,12.3,4.4,0.0,62.0,2.8,1017.3044366666667
2009-07-04,13.75,20.3,7.2,0.0,58.0,9.2,July,2009,5,20.3,13.75,7.2,0.0,58.0,9.2,1017.3414666666667
2009-07-05,17.5,22.0,13.0,5.0,67.0,4.3,July,2009,6,22.0,17.5,13.0,5.0,67.0,4.3,1014.8666533333334
2009-07-06,15.6,17.2,14.0,9.0,91.0,3.9,July,2009,0,17.2,15.6,14.0,9.0,91.0,3.9,1010.5777533333334
2009-07-07,14.3,19.0,9.6,1.0,68.0,5.9,July,2009,1,19.0,14.3,9.6,1.0,68.0,5.9,1015.9119000000001
2009-07-08,5.8,11.6,0.0,0.0,63.0,3.1,July,2009,2,11.6,5.8,0.0,0.0,63.0,3.1,1024.4222466666668
2009-07-09,5.5,12.8,-1.8,0.0,56.0,4.0,July,2009,3,12.8,5.5,-1.8,0.0,56.0,4.0,1023.5666166666666
2009-07-10,6.2,12.6,-0.2,0.0,74.0,4.7,July,2009,4,12.6,6.2,-0.2,0.0,74.0,4.7,1020.8118166666667
2009-07-11,4.8,11.4,-1.8,0.0,65.0,7.3,July,2009,5,11.4,4.8,-1.8,0.0,65.0,7.3,1022.0451833333333
2009-07-12,10.8,17.8,3.8,0.0,60.0,6.5,July,2009,6,17.8,10.8,3.8,0.0,60.0,6.5,1019.2451533333333
2009-07-13,11.6,16.2,7.0,0.0,52.0,4.5,July,2009,0,16.2,11.6,7.0,0.0,52.0,4.5,1020.1444500000001
2009-07-14,5.85,14.0,-2.3,0.0,65.0,2.2,July,2009,1,14.0,5.85,-2.3,0.0,65.0,2.2,1021.4666466666667
2009-07-15,8.8,13.6,4.0,1.5,83.0,1.5,July,2009,2,13.6,8.8,4.0,1.5,83.0,1.5,1020.2666866666667
2009-07-16,10.0,14.0,6.0,0.0,77.0,1.5,July,2009,3,14.0,10.0,6.0,0.0,77.0,1.5,1025.5533466666666
