fecha,temp_media,temp_maxima,temp_minima,prcp,humedad,viento,pres
2009-01-01 00:00:00.0,19.65,24.0,15.3,0.0,54,11.6,
2009-01-02 00:00:00.0,21.7,25.7,17.7,0.0,54,6.2,
2009-01-03 00:00:00.0,20.3,28.2,12.4,0.0,51,5.0,
2009-01-04 00:00:00.0,22.9,32.6,13.2,0.0,40,4.9,
2009-01-05 00:00:00.0,25.5,34.0,17.0,0.0,37,6.6,
2009-01-06 00:00:00.0,26.4,35.2,17.6,5.0,41,8.0,
2009-01-07 00:00:00.0,24.0,31.2,16.8,0.0,57,7.6,
2009-01-08 00:00:00.0,25.8,33.0,18.6,0.0,50,5.0,
2009-01-09 00:00:00.0,26.45,34.9,18.0,0.0,43,7.9,
2009-01-10 00:00:00.0,26.5,32.0,21.0,0.0,50,10.4,
2009-01-11 00:00:00.0,24.4,30.0,18.8,0.0,63,10.7,
2009-01-12 00:00:00.0,25.1,29.9,20.3,0.7,59,10.7,
2009-01-13 00:00:00.0,24.0,28.0,20.0,0.0,77,3.7,
2009-01-14 00:00:00.0,24.9,32.0,17.8,0.0,62,5.4,
2009-01-15 00:00:00.0,27.55,34.9,20.2,0.0,55,4.7,
2009-01-16 00:00:00.0,27.4,35.8,19.0,0.0,50,6.7,
2009-01-17 00:00:00.0,29.1,36.0,22.2,1.0,50,11.4,
2009-01-18 00:00:00.0,19.6,25.0,14.2,0.0,48,8.1,
2009-01-19 00:00:00.0,20.0,28.8,11.2,0.0,54,5.3,
2009-01-20 00:00:00.0,23.05,33.9,12.2,0.0,40,4.4,
2009-01-21 00:00:00.0,25.5,35.2,15.8,0.0,45,6.8,
2009-01-22 00:00:00.0,28.25,34.7,21.8,0.0,48,10.7,
2009-01-23 00:00:00.0,28.45,34.9,22.0,0.0,54,10.4,
2009-01-24 00:00:00.0,29.8,36.4,23.2,0.4,53,9.2,
2009-01-25 00:00:00.0,25.5,30.0,21.0,0.0,64,8.6,
2009-01-26 00:00:00.0,23.6,30.0,17.2,0.0,59,11.4,
2009-01-27 00:00:00.0,26.2,30.2,22.2,10.0,65,10.3,
2009-01-28 00:00:00.0,24.3,28.6,20.0,0.6,72,10.8,
2009-01-29 00:00:00.0,25.5,29.0,22.0,0.5,71,10.3,
2009-01-30 00:00:00.0,22.9,25.8,20.0,1.0,84,10.6,
2009-01-31 00:00:00.0,22.8,29.0,16.6,0.0,47,2.9,
2009-02-01 00:00:00.0,19.0,29.0,9.0,0.0,49,4.3,
2009-02-02 00:00:00.0,22.9,32.8,13.0,11.0,55,7.5,
2009-02-03 00:00:00.0,24.5,31.0,18.0,0.0,77,4.9,
2009-02-04 00:00:00.0,27.5,34.0,21.0,0.0,72,9.6,
2009-02-05 00:00:00.0,22.3,24.8,19.8,4.0,78,6.0,
2009-02-06 00:00:00.0,23.0,29.0,17.0,0.0,38,2.7,
2009-02-07 00:00:00.0,21.6,29.8,13.4,0.0,51,8.0,
2009-02-08 00:00:00.0,25.05,32.4,17.7,0.0,48,4.8,
2009-02-09 00:00:00.0,26.8,35.2,18.4,0.0,54,5.8,
2009-02-10 00:00:00.0,26.3,32.2,20.4,47.0,84,3.5,
2009-02-11 00:00:00.0,22.1,27.4,16.8,0.0,62,7.9,
2009-02-12 00:00:00.0,20.6,29.7,11.5,0.0,53,4.3,
2009-02-13 00:00:00.0,23.7,31.4,16.0,0.0,58,5.0,
2009-02-14 00:00:00.0,26.45,34.2,18.7,0.0,56,5.9,
2009-02-15 00:00:00.0,26.2,31.0,21.4,0.0,66,7.8,
2009-02-16 00:00:00.0,25.5,30.0,21.0,0.0,87,2.9,
2009-02-17 00:00:00.0,24.45,32.2,16.7,0.0,55,3.5,
2009-02-18 00:00:00.0,26.5,33.0,20.0,0.0,61,5.3,
2009-02-19 00:00:00.0,29.1,36.4,21.8,0.0,60,5.9,
2009-02-20 00:00:00.0,26.0,30.0,22.0,8.3,84,7.0,
2009-02-21 00:00:00.0,20.3,24.8,15.8,40.0,80,8.9,
2009-02-22 00:00:00.0,18.35,21.0,15.7,0.5,88,5.0,
2009-02-23 00:00:00.0,19.4,26.8,12.0,0.0,71,3.3,
2009-02-24 00:00:00.0,22.4,30.0,14.8,0.0,62,4.0,
2009-02-25 00:00:00.0,22.6,28.8,16.4,0.0,73,3.9,
2009-02-26 00:00:00.0,22.35,28.0,16.7,0.0,64,5.8,
2009-02-27 00:00:00.0,22.05,27.9,16.2,0.0,76,8.1,
2009-02-28 00:00:00.0,24.7,28.9,20.5,4.3,65,8.1,
2009-03-01 00:00:00.0,25.7,31.6,19.8,25.0,91,5.2,
2009-03-02 00:00:00.0,24.6,31.2,18.0,0.0,76,9.7,
2009-03-03 00:00:00.0,24.35,26.7,22.0,20.5,87,6.1,
2009-03-04 00:00:00.0,20.5,23.0,18.0,17.5,96,4.7,
2009-03-05 00:00:00.0,21.5,26.0,17.0,0.0,91,1.7,
2009-03-06 00:00:00.0,22.4,28.8,16.0,0.0,79,3.6,
2009-03-07 00:00:00.0,23.8,28.4,19.2,0.0,80,3.4,
2009-03-08 00:00:00.0,22.0,27.0,17.0,1.5,75,5.0,
2009-03-09 00:00:00.0,21.8,26.8,16.8,0.0,76,8.7,
2009-03-10 00:00:00.0,23.4,26.0,20.8,1.5,73,11.5,
2009-03-11 00:00:00.0,21.5,23.4,19.6,8.0,92,4.5,
2009-03-12 00:00:00.0,22.8,26.6,19.0,0.0,83,2.8,
2009-03-13 00:00:00.0,22.75,29.8,15.7,0.0,76,4.1,
2009-03-14 00:00:00.0,26.6,31.6,21.6,0.5,67,8.6,
2009-03-15 00:00:00.0,16.65,22.0,11.3,0.0,61,4.7,
2009-03-16 00:00:00.0,16.3,22.6,10.0,0.0,61,6.2,
2009-03-17 00:00:00.0,18.5,26.0,11.0,0.0,61,1.9,
2009-03-18 00:00:00.0,19.6,27.4,11.8,0.0,59,4.9,
2009-03-19 00:00:00.0,20.6,26.2,15.0,0.0,69,4.3,
2009-03-20 00:00:00.0,21.45,28.9,14.0,0.0,77,2.9,
2009-03-21 00:00:00.0,24.3,30.8,17.8,0.0,73,3.5,
2009-03-22 00:00:00.0,23.7,30.2,17.2,0.0,73,2.4,
2009-03-23 00:00:00.0,24.4,30.0,18.8,24.8,80,2.2,
2009-03-24 00:00:00.0,23.3,29.0,17.6,0.0,75,4.5,
2009-03-25 00:00:00.0,21.7,25.2,18.2,0.0,78,4.2,
2009-03-26 00:00:00.0,21.75,26.0,17.5,0.0,82,2.2,
2009-03-27 00:00:00.0,21.0,27.0,15.0,0.0,85,2.2,
2009-03-28 00:00:00.0,24.4,31.8,17.0,0.0,66,5.9,
2009-03-29 00:00:00.0,25.2,31.4,19.0,0.0,62,6.4,
2009-03-30 00:00:00.0,22.5,26.0,19.0,5.0,53,9.1,
2009-03-31 00:00:00.0,19.4,23.2,15.6,0.0,66,5.2,
2009-04-01 00:00:00.0,16.5,20.4,12.6,10.0,66,3.5,
2009-04-02 00:00:00.0,15.2,17.0,13.4,3.8,89,3.9,
2009-04-03 00:00:00.0,19.2,25.0,13.4,18.5,83,7.6,
2009-04-04 00:00:00.0,16.05,20.0,12.1,0.0,88,2.1,
2009-04-05 00:00:00.0,15.75,24.0,7.5,0.0,68,5.2,
2009-04-06 00:00:00.0,20.8,26.3,15.3,0.0,80,2.3,
2009-04-07 00:00:00.0,22.1,28.2,16.0,0.0,72,7.3,
2009-04-08 00:00:00.0,16.8,21.0,12.6,0.0,71,3.4,
2009-04-09 00:00:00.0,16.05,21.6,10.5,0.0,74,2.1,
2009-04-10 00:00:00.0,17.3,26.0,8.6,0.0,67,3.5,
2009-04-11 00:00:00.0,22.0,30.0,14.0,0.0,68,3.4,
2009-04-12 00:00:00.0,22.5,28.0,17.0,0.0,64,3.8,
2009-04-13 00:00:00.0,22.3,28.2,16.4,0.0,63,7.9,
2009-04-14 00:00:00.0,16.0,20.0,12.0,0.0,66,3.2,
2009-04-15 00:00:00.0,14.4,20.0,8.8,0.0,71,6.7,
2009-04-16 00:00:00.0,19.4,25.3,13.5,0.0,66,5.3,
2009-04-17 00:00:00.0,19.9,26.2,13.6,13.0,63,5.9,
2009-04-18 00:00:00.0,17.9,22.0,13.8,0.0,87,2.8,
2009-04-19 00:00:00.0,13.6,18.0,9.2,0.0,70,4.3,
2009-04-20 00:00:00.0,11.45,17.4,5.5,0.0,68,2.9,
2009-04-21 00:00:00.0,13.9,20.0,7.8,0.0,71,3.7,
2009-04-22 00:00:00.0,14.8,21.2,8.4,0.0,79,2.8,
2009-04-23 00:00:00.0,18.0,24.0,12.0,0.0,73,5.9,
2009-04-24 00:00:00.0,16.3,22.0,10.6,0.0,71,3.4,
2009-04-25 00:00:00.0,17.0,24.0,10.0,0.0,82,3.8,
2009-04-26 00:00:00.0,17.4,22.8,12.0,0.0,65,3.4,
2009-04-27 00:00:00.0,19.5,29.0,10.0,0.0,69,4.4,
2009-04-28 00:00:00.0,21.45,28.6,14.3,0.0,58,4.1,
2009-04-29 00:00:00.0,21.45,28.9,14.0,0.0,60,7.8,
2009-04-30 00:00:00.0,17.7,20.9,14.5,0.0,72,8.3,
2009-05-01 00:00:00.0,18.75,24.5,13.0,0.0,67,4.3,
2009-05-02 00:00:00.0,17.95,25.9,10.0,0.0,68,1.7,
2009-05-03 00:00:00.0,16.5,25.0,8.0,0.0,71,3.8,
2009-05-04 00:00:00.0,16.2,23.5,8.9,0.0,67,5.0,
2009-05-05 00:00:00.0,13.85,19.2,8.5,0.0,75,1.7,
2009-05-06 00:00:00.0,12.0,21.2,2.8,0.0,72,2.5,
2009-05-07 00:00:00.0,14.25,23.2,5.3,0.0,62,3.2,
2009-05-08 00:00:00.0,15.2,25.4,5.0,0.0,68,1.6,
2009-05-09 00:00:00.0,15.9,24.0,7.8,0.0,62,4.1,
2009-05-10 00:00:00.0,19.0,27.0,11.0,0.0,72,4.7,
2009-05-11 00:00:00.0,17.7,22.4,13.0,1.0,88,10.1,
2009-05-12 00:00:00.0,13.5,17.0,10.0,15.5,70,8.5,
2009-05-13 00:00:00.0,12.7,14.8,10.6,1.5,89,7.8,
2009-05-14 00:00:00.0,9.6,14.0,5.2,0.0,83,2.6,
2009-05-15 00:00:00.0,8.2,16.4,0.0,0.0,77,2.7,
2009-05-16 00:00:00.0,10.7,16.4,5.0,0.0,71,7.0,
2009-05-17 00:00:00.0,15.5,20.0,11.0,0.3,69,6.3,
2009-05-18 00:00:00.0,13.5,19.0,8.0,0.0,82,2.3,
2009-05-19 00:00:00.0,10.0,18.0,2.0,0.0,85,5.8,
2009-05-20 00:00:00.0,18.1,25.2,11.0,2.5,85,6.6,
2009-05-21 00:00:00.0,23.8,27.6,20.0,0.0,78,5.0,
2009-05-22 00:00:00.0,24.1,29.2,19.0,0.0,68,7.5,
2009-05-23 00:00:00.0,24.2,29.2,19.2,0.0,71,5.1,
2009-05-24 00:00:00.0,21.4,25.9,16.9,0.0,81,4.1,
2009-05-25 00:00:00.0,18.5,22.0,15.0,10.5,84,4.9,
2009-05-26 00:00:00.0,11.3,16.6,6.0,0.0,65,3.3,
2009-05-27 00:00:00.0,7.9,14.8,1.0,0.0,72,2.1,
2009-05-28 00:00:00.0,7.5,16.0,-1.0,0.0,68,1.7,
2009-05-29 00:00:00.0,8.200001,17.2,-0.8,0.0,66,1.8,
2009-05-30 00:00:00.0,8.049999,8.9,7.2,9.6,92,3.4,
2009-05-31 00:00:00.0,11.0,15.0,7.0,0.0,78,7.0,
2009-06-01 00:00:00.0,9.65,13.3,6.0,0.0,68,8.0,
2009-06-02 00:00:00.0,7.8,12.2,3.4,0.0,79,3.7,
2009-06-03 00:00:00.0,7.8,14.0,1.6,0.0,63,9.7,
2009-06-04 00:00:00.0,14.4,19.0,9.8,0.0,68,5.4,
2009-06-05 00:00:00.0,12.0,18.0,6.0,0.0,69,3.1,
2009-06-06 00:00:00.0,7.6,13.2,2.0,0.0,71,0.8,
2009-06-07 00:00:00.0,10.4,12.2,8.6,0.0,71,7.9,
2009-06-08 00:00:00.0,8.85,15.5,2.2,0.0,86,1.2,
2009-06-09 00:00:00.0,8.75,17.0,0.5,0.0,80,1.5,
2009-06-10 00:00:00.0,11.35,17.7,5.0,0.0,71,3.1,
2009-06-11 00:00:00.0,6.5,13.0,0.0,0.0,75,1.5,
2009-06-12 00:00:00.0,6.35,15.2,-2.5,0.0,76,5.1,
2009-06-13 00:00:00.0,10.45,17.2,3.7,0.0,67,4.7,
2009-06-14 00:00:00.0,12.6,17.2,8.0,0.0,76,4.2,
2009-06-15 00:00:00.0,11.3,17.6,5.0,0.0,75,4.9,
2009-06-16 00:00:00.0,9.45,17.4,1.5,0.0,69,1.3,
2009-06-17 00:00:00.0,10.7,18.0,3.4,0.0,65,5.0,
2009-06-18 00:00:00.0,12.7,18.6,6.8,0.0,80,7.3,
2009-06-19 00:00:00.0,16.1,21.0,11.2,0.0,69,8.9,
2009-06-20 00:00:00.0,17.4,20.8,14.0,0.0,83,9.4,
2009-06-21 00:00:00.0,10.7,14.4,7.0,0.0,73,1.6,
2009-06-22 00:00:00.0,7.5,14.0,1.0,0.0,63,1.8,
2009-06-23 00:00:00.0,7.15,13.5,0.8,0.0,50,3.9,
2009-06-24 00:00:00.0,2.8,11.6,-6.0,0.0,58,1.8,
2009-06-25 00:00:00.0,7.8,17.0,-1.4,0.0,72,2.3,
2009-06-26 00:00:00.0,7.9,14.8,1.0,0.0,85,3.4,
2009-06-27 00:00:00.0,9.0,16.0,2.0,0.0,69,8.8,
2009-06-28 00:00:00.0,10.5,13.0,8.0,14.7,91,8.1,
2009-06-29 00:00:00.0,13.05,14.8,11.3,0.0,80,12.7,
2009-06-30 00:00:00.0,10.4,15.0,5.8,0.0,78,4.7,
2009-07-01 00:00:00.0,10.9,19.0,2.8,0.0,60,2.8,
2009-07-02 00:00:00.0,8.9,17.4,0.4,0.0,47,2.7,
2009-07-03 00:00:00.0,12.3,20.2,4.4,0.0,62,2.8,
2009-07-04 00:00:00.0,13.75,20.3,7.2,0.0,58,9.2,
2009-07-05 00:00:00.0,17.5,22.0,13.0,5.0,67,4.3,
2009-07-06 00:00:00.0,15.6,17.2,14.0,9.0,91,3.9,
2009-07-07 00:00:00.0,14.3,19.0,9.6,1.0,68,5.9,
2009-07-08 00:00:00.0,5.8,11.6,0.0,0.0,63,3.1,
2009-07-09 00:00:00.0,5.5,12.8,-1.8,0.0,56,4.0,
2009-07-10 00:00:00.0,6.2,12.6,-0.2,0.0,74,4.7,
2009-07-11 00:00:00.0,4.8,11.4,-1.8,0.0,65,7.3,
2009-07-12 00:00:00.0,10.8,17.8,3.8,0.0,60,6.5,
2009-07-13 00:00:00.0,11.6,16.2,7.0,0.0,52,4.5,
2009-07-14 00:00:00.0,5.85,14.0,-2.3,0.0,65,2.2,
2009-07-15 00:00:00.0,8.8,13.6,4.0,1.5,83,1.5,
2009-07-16 00:00:00.0,10.0,14.0,6.0,0.0,77,1.5,
2009-07-17 00:00:00.0,9.65,17.9,1.4,0.1,77,3.1,
2009-07-18 00:00:00.0,9.5,15.0,4.0,1.2,93,6.4,
2009-07-19 00:00:00.0,14.85,16.8,12.9,0.0,85,11.4,
2009-07-20 00:00:00.0,13.8,17.0,10.6,27.5,69,10.5,
2009-07-21 00:00:00.0,12.0,15.0,9.0,63.5,90,9.4,
2009-07-22 00:00:00.0,5.5,9.0,2.0,1.0,80,15.3,
2009-07-23 00:00:00.0,3.4,7.0,-0.2,0.0,68,9.3,
2009-07-24 00:00:00.0,4.9,10.8,-1.0,0.0,65,6.2,
2009-07-25 00:00:00.0,7.3,12.8,1.8,0.0,63,5.4,
2009-07-26 00:00:00.0,5.0,12.0,-2.0,0.0,68,4.7,
2009-07-27 00:00:00.0,10.9,17.0,4.8,0.0,55,4.0,
2009-07-28 00:00:00.0,8.0,13.0,3.0,0.0,66,2.4,
2009-07-29 00:00:00.0,5.6,13.9,-2.7,0.0,53,4.2,
2009-07-30 00:00:00.0,5.25,12.5,-2.0,0.0,69,1.7,
2009-07-31 00:00:00.0,4.55,10.3,-1.2,0.0,75,6.7,
2009-08-01 00:00:00.0,7.05,11.9,2.2,0.0,76,5.9,
2009-08-02 00:00:00.0,,15.2,5.2,0.0,,7.5,
2009-08-03 00:00:00.0,9.8,17.6,2.0,0.0,79,7.5,
2009-08-04 00:00:00.0,13.7,18.8,8.6,0.0,77,4.7,
2009-08-05 00:00:00.0,15.0,20.0,10.0,0.0,63,5.9,
2009-08-06 00:00:00.0,10.2,14.8,5.6,0.0,66,5.9,
2009-08-07 00:00:00.0,9.6,11.8,7.4,0.0,80,2.6,
2009-08-08 00:00:00.0,9.1,16.6,1.6,0.0,81,2.9,
2009-08-09 00:00:00.0,8.1,15.8,0.4,0.0,75,1.4,
2009-08-10 00:00:00.0,12.15,21.3,3.0,0.0,52,7.3,
2009-08-11 00:00:00.0,14.0,20.2,7.8,0.0,51,7.8,
2009-08-12 00:00:00.0,16.05,23.3,8.8,0.0,62,10.2,
2009-08-13 00:00:00.0,15.4,19.0,11.8,0.0,61,9.7,
2009-08-14 00:00:00.0,20.45,29.9,11.0,0.0,53,14.1,
2009-08-15 00:00:00.0,24.6,31.2,18.0,15.0,61,10.9,
2009-08-16 00:00:00.0,12.5,18.0,7.0,0.0,71,5.9,
2009-08-17 00:00:00.0,9.3,18.4,0.2,0.0,62,1.7,
2009-08-18 00:00:00.0,10.0,17.0,3.0,0.0,51,6.2,
2009-08-19 00:00:00.0,11.5,13.0,10.0,0.0,61,8.3,
2009-08-20 00:00:00.0,8.6,14.2,3.0,0.0,75,3.0,
2009-08-21 00:00:00.0,8.35,16.0,0.7,0.0,69,9.6,
2009-08-22 00:00:00.0,13.3,18.4,8.2,0.0,68,4.1,
2009-08-23 00:00:00.0,12.2,20.2,4.2,0.0,71,3.8,
2009-08-24 00:00:00.0,13.5,20.0,7.0,0.0,74,6.8,
2009-08-25 00:00:00.0,19.55,26.8,12.3,0.0,65,7.6,
2009-08-26 00:00:00.0,22.4,29.0,15.8,0.0,69,7.5,
2009-08-27 00:00:00.0,23.9,31.0,16.8,0.0,60,6.0,
2009-08-28 00:00:00.0,22.6,30.4,14.8,0.0,58,11.2,
2009-08-29 00:00:00.0,25.7,32.4,19.0,0.0,60,8.8,
2009-08-30 00:00:00.0,28.1,34.2,22.0,1.5,53,10.7,
2009-08-31 00:00:00.0,17.7,23.6,11.8,4.5,88,8.6,
2009-09-01 00:00:00.0,13.8,17.2,10.4,0.0,82,10.7,
2009-09-02 00:00:00.0,13.5,15.6,11.4,3.0,88,9.9,
2009-09-03 00:00:00.0,14.2,16.4,12.0,11.5,77,9.1,
2009-09-04 00:00:00.0,12.75,15.6,9.9,0.0,93,2.5,
2009-09-05 00:00:00.0,14.05,19.2,8.9,0.0,77,5.9,
2009-09-06 00:00:00.0,17.15,22.0,12.3,19.0,78,7.6,
2009-09-07 00:00:00.0,14.1,16.2,12.0,9.8,92,6.7,
2009-09-08 00:00:00.0,9.0,12.0,6.0,0.0,76,4.5,
2009-09-09 00:00:00.0,6.3,12.6,0.0,0.0,69,2.6,
2009-09-10 00:00:00.0,9.599999,17.4,1.8,0.0,58,4.3,
2009-09-11 00:00:00.0,9.5,16.4,2.6,0.0,58,2.7,
2009-09-12 00:00:00.0,12.0,19.0,5.0,0.0,70,5.9,
2009-09-13 00:00:00.0,13.3,19.6,7.0,0.0,73,6.4,
2009-09-14 00:00:00.0,16.7,22.0,11.4,0.0,79,7.5,
2009-09-15 00:00:00.0,17.8,23.0,12.6,0.0,67,4.7,
2009-09-16 00:00:00.0,15.9,20.0,11.8,0.0,73,6.5,
2009-09-17 00:00:00.0,12.15,14.3,10.0,52.0,90,10.9,
2009-09-18 00:00:00.0,11.05,13.6,8.5,1.7,97,9.9,
2009-09-19 00:00:00.0,12.95,17.9,8.0,0.0,76,4.7,
2009-09-20 00:00:00.0,12.6,22.0,3.2,0.0,62,5.1,
2009-09-21 00:00:00.0,17.7,24.4,11.0,0.0,61,7.7,
2009-09-22 00:00:00.0,12.5,17.0,8.0,5.0,94,9.6,
2009-09-23 00:00:00.0,8.1,14.0,2.2,0.0,73,3.3,
2009-09-24 00:00:00.0,9.35,17.0,1.7,0.0,71,6.8,
2009-09-25 00:00:00.0,13.5,19.0,8.0,0.0,67,6.5,
2009-09-26 00:00:00.0,15.65,22.3,9.0,2.5,65,8.9,
2009-09-27 00:00:00.0,12.3,17.0,7.6,3.7,87,9.9,
2009-09-28 00:00:00.0,6.7,13.0,0.4,0.0,59,6.6,
2009-09-29 00:00:00.0,8.3,15.0,1.6,0.0,65,4.7,
2009-09-30 00:00:00.0,9.4,16.0,2.8,0.0,62,9.0,
2009-10-01 00:00:00.0,13.5,16.0,11.0,0.0,80,2.4,
2009-10-02 00:00:00.0,14.3,22.0,6.6,0.0,62,4.9,
2009-10-03 00:00:00.0,15.5,21.0,10.0,0.0,66,8.2,
2009-10-04 00:00:00.0,17.7,22.0,13.4,27.5,75,8.4,
2009-10-05 00:00:00.0,20.8,24.0,17.6,0.0,84,6.8,
2009-10-06 00:00:00.0,14.2,18.0,10.4,0.0,51,4.5,
2009-10-07 00:00:00.0,10.35,16.5,4.2,0.0,55,3.6,
2009-10-08 00:00:00.0,13.5,20.0,7.0,0.0,67,5.7,
2009-10-09 00:00:00.0,13.85,19.9,7.8,0.0,59,13.3,
2009-10-10 00:00:00.0,19.6,24.9,14.3,75.0,82,8.5,
2009-10-11 00:00:00.0,14.85,18.5,11.2,0.0,75,4.9,
2009-10-12 00:00:00.0,13.6,20.0,7.2,0.0,45,5.8,
2009-10-13 00:00:00.0,18.8,26.0,11.6,5.4,53,9.3,
2009-10-14 00:00:00.0,13.6,18.0,9.2,0.4,77,3.3,
2009-10-15 00:00:00.0,10.85,19.0,2.7,0.0,52,3.9,
2009-10-16 00:00:00.0,12.4,20.0,4.8,0.0,55,5.2,
2009-10-17 00:00:00.0,15.0,21.0,9.0,0.0,55,4.9,
2009-10-18 00:00:00.0,15.85,23.0,8.7,0.0,61,7.2,
2009-10-19 00:00:00.0,18.5,23.0,14.0,0.0,73,2.4,
2009-10-20 00:00:00.0,16.9,26.0,7.8,17.6,55,4.3,
2009-10-21 00:00:00.0,15.2,17.4,13.0,13.5,94,2.5,
2009-10-22 00:00:00.0,14.4,22.0,6.8,0.0,73,7.9,
2009-10-23 00:00:00.0,21.6,30.8,12.4,16.0,62,7.6,
2009-10-24 00:00:00.0,14.15,19.3,9.0,0.0,60,3.5,
2009-10-25 00:00:00.0,14.0,21.0,7.0,0.0,59,7.4,
2009-10-26 00:00:00.0,13.8,19.0,8.6,0.0,61,8.7,
2009-10-27 00:00:00.0,16.15,23.0,9.3,0.0,56,6.7,
2009-10-28 00:00:00.0,20.75,28.0,13.5,0.0,60,2.2,
2009-10-29 00:00:00.0,24.6,34.6,14.6,0.0,60,10.2,
2009-10-30 00:00:00.0,28.3,34.8,21.8,0.0,62,10.6,
2009-10-31 00:00:00.0,19.3,21.8,16.8,66.0,91,6.3,
2009-11-01 00:00:00.0,20.95,23.9,18.0,15.0,90,11.1,
2009-11-02 00:00:00.0,22.25,26.0,18.5,6.0,81,6.9,
2009-11-03 00:00:00.0,17.25,22.5,12.0,0.0,55,4.5,
2009-11-04 00:00:00.0,17.4,22.2,12.6,0.0,60,4.6,
2009-11-05 00:00:00.0,19.4,28.0,10.8,0.0,67,5.1,
2009-11-06 00:00:00.0,20.8,24.0,17.6,0.0,87,7.3,
2009-11-07 00:00:00.0,16.0,21.0,11.0,0.0,50,4.3,
2009-11-08 00:00:00.0,16.4,24.0,8.8,0.0,56,7.7,
2009-11-09 00:00:00.0,17.25,22.5,12.0,2.0,68,2.8,
2009-11-10 00:00:00.0,14.2,23.4,5.0,0.0,43,2.4,
2009-11-11 00:00:00.0,17.4,26.8,8.0,0.0,39,3.7,
2009-11-12 00:00:00.0,20.3,28.2,12.4,0.0,51,7.5,
2009-11-13 00:00:00.0,23.85,29.9,17.8,38.0,80,4.7,
2009-11-14 00:00:00.0,20.5,25.0,16.0,0.0,69,8.8,
2009-11-15 00:00:00.0,19.35,24.2,14.5,0.0,75,3.3,
2009-11-16 00:00:00.0,19.15,26.7,11.6,2.0,60,10.2,
2009-11-17 00:00:00.0,23.1,26.2,20.0,0.5,80,7.9,
2009-11-18 00:00:00.0,20.15,23.7,16.6,45.0,75,8.8,
2009-11-19 00:00:00.0,20.0,25.0,15.0,0.0,71,5.7,
2009-11-20 00:00:00.0,18.6,25.2,12.0,16.5,57,11.1,
2009-11-21 00:00:00.0,18.3,22.0,14.6,3.5,88,4.4,
2009-11-22 00:00:00.0,20.7,23.4,18.0,1.0,82,4.6,
2009-11-23 00:00:00.0,22.5,27.0,18.0,0.0,83,6.0,
2009-11-24 00:00:00.0,21.75,26.2,17.3,0.0,87,6.6,
2009-11-25 00:00:00.0,25.2,28.0,22.4,0.0,79,6.1,
2009-11-26 00:00:00.0,21.8,27.6,16.0,0.2,51,4.5,
2009-11-27 00:00:00.0,18.65,21.8,15.5,11.0,81,4.6,
2009-11-28 00:00:00.0,20.1,25.2,15.0,19.5,80,5.6,
2009-11-29 00:00:00.0,18.9,22.0,15.8,11.5,99,4.1,
2009-11-30 00:00:00.0,18.4,25.0,11.8,0.0,62,4.2,
2009-12-01 00:00:00.0,19.3,25.8,12.8,1.5,66,5.5,
2009-12-02 00:00:00.0,21.7,27.0,16.4,0.0,60,6.8,
2009-12-03 00:00:00.0,17.0,22.5,11.5,0.0,60,4.0,
2009-12-04 00:00:00.0,14.3,22.0,6.6,0.0,52,6.3,
2009-12-05 00:00:00.0,15.45,18.7,12.2,5.0,95,4.0,
2009-12-06 00:00:00.0,16.55,22.9,10.2,0.0,69,2.2,
2009-12-07 00:00:00.0,16.5,22.0,11.0,0.0,66,9.9,
2009-12-08 00:00:00.0,19.5,25.0,14.0,0.0,66,5.5,
2009-12-09 00:00:00.0,22.0,27.0,17.0,0.0,67,3.9,
2009-12-10 00:00:00.0,23.3,30.0,16.6,0.0,61,6.0,
2009-12-11 00:00:00.0,21.8,25.0,18.6,0.0,71,8.9,
2009-12-12 00:00:00.0,18.6,23.2,14.0,0.0,66,0.0,
2009-12-13 00:00:00.0,19.3,24.8,13.8,0.0,58,13.3,
2009-12-14 00:00:00.0,23.0,28.6,17.4,0.0,60,4.5,
2009-12-15 00:00:00.0,22.3,28.0,16.6,0.0,66,8.7,
2009-12-16 00:00:00.0,22.4,24.8,20.0,0.0,81,7.6,
2009-12-17 00:00:00.0,22.9,27.2,18.6,0.0,67,10.2,
2009-12-18 00:00:00.0,25.0,30.0,20.0,0.0,67,9.9,
2009-12-19 00:00:00.0,25.7,30.2,21.2,37.0,91,5.5,
2009-12-20 00:00:00.0,23.8,27.4,20.2,0.0,72,5.2,
2009-12-21 00:00:00.0,21.95,27.4,16.5,0.0,68,5.7,
2009-12-22 00:00:00.0,25.65,30.0,21.3,10.0,75,8.7,
2009-12-23 00:00:00.0,25.4,28.0,22.8,28.0,83,5.4,
2009-12-24 00:00:00.0,24.5,28.0,21.0,4.0,84,7.0,
2009-12-25 00:00:00.0,22.0,27.0,17.0,33.0,79,8.4,
2009-12-26 00:00:00.0,24.7,27.8,21.6,3.0,86,4.1,
2009-12-27 00:00:00.0,25.1,29.8,20.4,0.0,72,7.8,
2009-12-28 00:00:00.0,24.0,25.6,22.4,2.0,91,3.1,
2009-12-29 00:00:00.0,24.5,29.0,20.0,16.5,81,4.0,
2009-12-30 00:00:00.0,20.25,26.5,14.0,0.0,53,5.4,
2009-12-31 00:00:00.0,20.5,26.0,15.0,0.0,51,10.2,
2010-01-01 00:00:00.0,22.5,26.6,18.4,0.2,81,1.9,
2010-01-02 00:00:00.0,23.85,31.0,16.7,0.0,60,4.3,
